current (A) - I-V	voltage (V) - I-V	
-3.000000E-3	1.139542E-4	
-2.900000E-3	1.004944E-4	
-2.800000E-3	9.624935E-5	
-2.700000E-3	8.910530E-5	
-2.600000E-3	8.393490E-5	
-2.500000E-3	7.875766E-5	
-2.400000E-3	7.658322E-5	
-2.300000E-3	7.213079E-5	
-2.200000E-3	6.602164E-5	
-2.100000E-3	1.099005E-6	
-2.000000E-3	5.142182E-5	
-1.900000E-3	4.676230E-5	
-1.800000E-3	4.386304E-5	
-1.700000E-3	4.013543E-5	
-1.600000E-3	3.371564E-5	
-1.500000E-3	3.402628E-5	
-1.400000E-3	2.905612E-5	
-1.300000E-3	2.998803E-5	
-1.200000E-3	2.429083E-5	
-1.100000E-3	1.880345E-5	
-1.000000E-3	2.304841E-5	
-9.000000E-4	1.217718E-5	
-8.000000E-4	1.424789E-5	
-7.000000E-4	1.207365E-5	
-6.000000E-4	4.204955E-6	
-5.000000E-4	1.114183E-5	
-4.000000E-4	-1.903625E-6	
-3.000000E-4	6.689806E-6	
-2.000000E-4	6.379200E-6	
-1.000000E-4	1.823640E-6	
0.000000E+0	1.927176E-6	
1.000000E-4	3.687363E-6	
2.000000E-4	2.706176E-7	
3.000000E-4	4.722740E-6	
4.000000E-4	-7.647558E-7	
5.000000E-4	2.706176E-7	
6.000000E-4	-1.225737E-5	
7.000000E-4	-2.007201E-6	
8.000000E-4	1.670799E-7	
9.000000E-4	-8.633574E-6	
1.000000E-3	-2.939034E-6	
1.100000E-3	-1.422458E-5	
1.200000E-3	-1.567409E-5	
1.300000E-3	-1.784837E-5	
1.400000E-3	-2.364719E-5	
1.500000E-3	-2.561446E-5	
1.600000E-3	-2.841005E-5	
1.700000E-3	-3.286228E-5	
1.800000E-3	-3.700389E-5	
1.900000E-3	-4.508004E-5	
2.000000E-3	-4.580482E-5	
2.100000E-3	-4.673669E-5	
2.200000E-3	-3.017023E-5	
2.300000E-3	-6.361376E-5	
2.400000E-3	-6.992972E-5	
2.500000E-3	-7.137929E-5	
2.600000E-3	-7.345009E-5	
2.700000E-3	-8.328557E-5	
2.800000E-3	-9.187933E-5	
2.900000E-3	-9.384658E-5	
3.000000E-3	-1.031651E-4	
3.100000E-3	-1.052359E-4	
3.200000E-3	-1.093775E-4	
3.300000E-3	-1.154863E-4	
3.400000E-3	-1.287393E-4	
3.500000E-3	-1.214916E-4	
3.600000E-3	-1.396109E-4	
3.700000E-3	-1.540029E-4	
3.800000E-3	-1.460304E-4	
3.900000E-3	-1.552454E-4	
4.000000E-3	-1.637463E-4	
4.100000E-3	-1.660244E-4	
4.200000E-3	-1.745151E-4	
4.300000E-3	-1.856981E-4	
4.400000E-3	-1.862158E-4	
4.500000E-3	-1.969846E-4	
4.600000E-3	-2.008158E-4	
4.700000E-3	-2.112740E-4	
4.800000E-3	-2.212144E-4	
4.900000E-3	-2.201790E-4	
5.000000E-3	-2.349860E-4	
5.100000E-3	-2.446158E-4	
5.200000E-3	-2.486493E-4	
5.300000E-3	-2.581753E-4	
5.400000E-3	-2.662518E-4	
5.500000E-3	-2.739140E-4	
5.600000E-3	-2.841649E-4	
5.700000E-3	-2.891350E-4	
5.800000E-3	-2.989717E-4	
5.900000E-3	-3.058056E-4	
6.000000E-3	-3.159529E-4	
6.100000E-3	-3.259967E-4	
6.200000E-3	-3.338660E-4	
6.300000E-3	-3.397681E-4	
6.400000E-3	-3.497083E-4	
6.500000E-3	-3.620254E-4	
6.600000E-3	-3.749683E-4	
6.700000E-3	-3.768321E-4	
6.800000E-3	-3.883253E-4	
6.900000E-3	-4.067559E-4	
7.000000E-3	-4.029248E-4	
7.100000E-3	-4.213554E-4	
7.200000E-3	-4.273609E-4	
7.300000E-3	-4.422711E-4	
7.400000E-3	-4.415463E-4	
7.500000E-3	-4.494155E-4	
7.600000E-3	-4.622548E-4	
7.700000E-3	-4.701241E-4	
7.800000E-3	-4.817443E-4	
7.900000E-3	-4.945842E-4	
8.000000E-3	-5.021432E-4	
8.100000E-3	-5.077348E-4	
8.200000E-3	-5.192286E-4	
8.300000E-3	-5.235776E-4	
8.400000E-3	-5.390062E-4	
8.500000E-3	-5.476007E-4	
8.600000E-3	-5.611654E-4	
8.700000E-3	-5.707954E-4	
8.800000E-3	-5.765941E-4	
8.900000E-3	-5.897446E-4	
9.000000E-3	-5.947149E-4	
9.100000E-3	-6.056528E-4	
9.200000E-3	-6.167318E-4	
9.300000E-3	-6.316417E-4	
9.400000E-3	-6.442737E-4	
9.500000E-3	-6.553526E-4	
9.600000E-3	-6.594943E-4	
9.700000E-3	-6.714015E-4	
9.800000E-3	-6.809273E-4	
9.900000E-3	-6.882788E-4	
