current (A) - I-V	voltage (V) - I-V	
-6.200000E-3	1.217910E-5	
-6.100000E-3	1.927497E-6	
-6.000000E-3	4.516286E-6	
-5.900000E-3	8.761899E-6	
-5.800000E-3	5.448250E-6	
-5.700000E-3	5.241146E-6	
-5.600000E-3	-2.525203E-6	
-5.500000E-3	6.069559E-6	
-5.400000E-3	7.884305E-7	
-5.300000E-3	4.412734E-6	
-5.200000E-3	5.034171E-6	
-5.100000E-3	3.584414E-6	
-5.000000E-3	3.687968E-6	
-4.900000E-3	2.238211E-6	
-4.800000E-3	-1.593281E-6	
-4.700000E-3	3.170198E-6	
-4.600000E-3	2.238211E-6	
-4.500000E-3	4.516401E-6	
-4.400000E-3	3.066644E-6	
-4.300000E-3	-1.018822E-5	
-4.200000E-3	5.759050E-6	
-4.100000E-3	5.862604E-6	
-4.000000E-3	-8.684074E-7	
-3.900000E-3	5.759050E-6	
-3.800000E-3	-4.541931E-7	
-3.700000E-3	1.052252E-5	
-3.600000E-3	-4.541931E-7	
-3.500000E-3	5.655486E-6	
-3.400000E-3	5.241270E-6	
-3.300000E-3	3.273746E-6	
-3.200000E-3	2.134653E-6	
-3.100000E-3	3.998623E-6	
-3.000000E-3	4.723501E-6	
-2.900000E-3	6.848980E-7	
-2.800000E-3	1.927545E-6	
-2.700000E-3	4.930608E-6	
-2.600000E-3	5.241270E-6	
-2.500000E-3	1.409752E-6	
-2.400000E-3	3.998560E-6	
-2.300000E-3	5.655397E-6	
-2.200000E-3	4.777806E-7	
-2.100000E-3	8.037100E-6	
-2.000000E-3	-4.541883E-7	
-1.900000E-3	-6.149530E-6	
-1.800000E-3	4.516321E-6	
-1.700000E-3	4.102112E-6	
-1.600000E-3	1.083301E-5	
-1.500000E-3	6.898025E-6	
-1.400000E-3	5.448292E-6	
-1.300000E-3	-4.541883E-7	
-1.200000E-3	-1.179075E-6	
-1.100000E-3	3.584442E-6	
-1.000000E-3	-1.179075E-6	
-9.000000E-4	6.849057E-7	
-8.000000E-4	2.706862E-7	
-7.000000E-4	-2.628834E-6	
-6.000000E-4	2.031119E-6	
-5.000000E-4	8.920154E-7	
-4.000000E-4	5.813508E-7	
-3.000000E-4	-2.214618E-6	
-2.000000E-4	5.448430E-6	
-1.000000E-4	6.898198E-6	
0.000000E+0	-1.593292E-6	
1.000000E-4	2.706862E-7	
2.000000E-4	1.166162E-5	
3.000000E-4	3.998626E-6	
4.000000E-4	4.930612E-6	
5.000000E-4	-2.214600E-6	
6.000000E-4	5.759044E-6	
7.000000E-4	-1.800387E-6	
8.000000E-4	-2.732367E-6	
9.000000E-4	-1.282620E-6	
1.000000E-3	3.170194E-6	
1.100000E-3	-5.577466E-7	
1.200000E-3	-4.492773E-6	
1.300000E-3	5.344828E-6	
1.400000E-3	5.759044E-6	
1.500000E-3	4.205564E-6	
1.600000E-3	7.884162E-7	
1.700000E-3	4.205564E-6	
1.800000E-3	-2.732265E-6	
1.900000E-3	-2.318068E-6	
2.000000E-3	6.794313E-6	
2.100000E-3	4.205564E-6	
2.200000E-3	1.823916E-6	
2.300000E-3	-9.719276E-7	
2.400000E-3	2.706664E-7	
2.500000E-3	3.377165E-6	
2.600000E-3	2.755865E-6	
2.700000E-3	6.173013E-6	
2.800000E-3	4.930414E-6	
2.900000E-3	4.723236E-6	
3.000000E-3	6.483556E-6	
3.100000E-3	2.859367E-6	
3.200000E-3	3.742080E-7	
3.300000E-3	1.538871E-5	
3.400000E-3	-1.179009E-6	
3.500000E-3	2.548722E-6	
3.600000E-3	8.919494E-7	
3.700000E-3	-7.648190E-7	
3.800000E-3	-1.800295E-6	
3.900000E-3	5.344525E-6	
4.000000E-3	9.486456E-6	
4.100000E-3	6.483556E-6	
4.200000E-3	4.516139E-6	
4.300000E-3	-7.648227E-7	
4.400000E-3	1.616798E-6	
4.500000E-3	1.538880E-5	
4.600000E-3	7.311987E-6	
4.700000E-3	9.955045E-7	
4.800000E-3	3.894874E-6	
4.900000E-3	2.238091E-6	
5.000000E-3	2.652287E-6	
5.100000E-3	2.706622E-7	
5.200000E-3	4.516167E-6	
5.300000E-3	1.927445E-6	
5.400000E-3	-2.318046E-6	
5.500000E-3	1.513249E-6	
5.600000E-3	4.777478E-7	
5.700000E-3	5.812947E-7	
5.800000E-3	-4.078289E-6	
5.900000E-3	-3.664104E-6	
6.000000E-3	-6.666944E-6	
6.100000E-3	-3.664104E-6	
6.200000E-3	-7.288221E-6	
6.300000E-3	-7.909498E-6	
6.400000E-3	-5.217297E-6	
6.500000E-3	-6.252759E-6	
6.600000E-3	-4.388927E-6	
6.700000E-3	-1.370808E-5	
6.800000E-3	-1.205135E-5	
6.900000E-3	-1.101610E-5	
7.000000E-3	-8.013203E-6	
7.100000E-3	-1.008417E-5	
7.200000E-3	-1.174094E-5	
7.300000E-3	-2.302771E-5	
7.400000E-3	-1.961061E-5	
7.500000E-3	-1.795384E-5	
7.600000E-3	-1.557223E-5	
7.700000E-3	-1.246578E-5	
7.800000E-3	-1.774674E-5	
7.900000E-3	-1.629707E-5	
8.000000E-3	-2.395964E-5	
8.100000E-3	-2.437383E-5	
8.200000E-3	-2.447750E-5	
8.300000E-3	-2.147459E-5	
8.400000E-3	-2.551299E-5	
8.500000E-3	-2.872300E-5	
8.600000E-3	-3.607497E-5	
8.700000E-3	-2.924075E-5	
8.800000E-3	-2.675558E-5	
8.900000E-3	-1.930006E-5	
9.000000E-3	-2.116394E-5	
9.100000E-3	-3.069043E-5	
9.200000E-3	-3.141527E-5	
9.300000E-3	-2.406331E-5	
9.400000E-3	-2.924075E-5	
9.500000E-3	-3.255375E-5	
9.600000E-3	-2.955089E-5	
9.700000E-3	-3.607435E-5	
9.800000E-3	-3.514243E-5	
9.900000E-3	-3.669564E-5	
1.000000E-2	-4.114816E-5	
1.010000E-2	-4.394393E-5	
1.020000E-2	-4.466876E-5	
1.030000E-2	-4.228718E-5	
1.040000E-2	-4.311555E-5	
1.050000E-2	-4.539359E-5	
1.060000E-2	-4.270136E-5	
1.070000E-2	-4.539359E-5	
1.080000E-2	-5.533302E-5	
1.090000E-2	-4.539270E-5	
1.100000E-2	-4.767069E-5	
1.110000E-2	-5.067350E-5	
1.120000E-2	-4.777424E-5	
1.130000E-2	-4.943096E-5	
1.140000E-2	-5.636847E-5	
1.150000E-2	-5.916419E-5	
1.160000E-2	-5.647202E-5	
1.170000E-2	-5.854292E-5	
1.180000E-2	-5.740392E-5	
1.190000E-2	-5.326212E-5	
1.200000E-2	-6.392726E-5	
1.210000E-2	-6.040560E-5	
1.220000E-2	-6.371898E-5	
1.230000E-2	-6.454732E-5	
1.240000E-2	-7.065637E-5	
1.250000E-2	-7.376266E-5	
1.260000E-2	-6.516858E-5	
1.270000E-2	-7.003511E-5	
1.280000E-2	-7.272723E-5	
1.290000E-2	-7.479809E-5	
1.300000E-2	-7.293431E-5	
1.310000E-2	-7.925044E-5	
1.320000E-2	-7.842210E-5	
1.330000E-2	-7.997524E-5	
1.340000E-2	-7.386514E-5	
1.350000E-2	-8.173430E-5	
1.360000E-2	-8.629013E-5	
1.370000E-2	-8.245909E-5	
1.380000E-2	-7.169076E-5	
1.390000E-2	-8.183784E-5	
1.400000E-2	-7.955992E-5	
1.410000E-2	-9.208846E-5	
1.420000E-2	-8.877513E-5	
1.430000E-2	-8.856804E-5	
1.440000E-2	-9.219200E-5	
1.450000E-2	-9.053533E-5	
1.460000E-2	-8.442638E-5	
1.470000E-2	-9.695276E-5	
1.480000E-2	-1.038899E-4	
1.490000E-2	-1.027510E-4	
