current (A) - I-V	voltage (V) - I-V	
-5.000000E-4	1.662878E-5	
-4.000000E-4	1.921710E-5	
-3.000000E-4	8.760288E-6	
-2.000000E-4	-1.282387E-6	
-1.000000E-4	4.826042E-6	
0.000000E+0	1.720057E-6	
1.000000E-4	-5.734269E-6	
2.000000E-4	2.858918E-6	
3.000000E-4	3.583648E-6	
4.000000E-4	-3.560094E-6	
5.000000E-4	-1.153188E-5	
6.000000E-4	-1.619074E-5	
7.000000E-4	-2.488730E-5	
8.000000E-4	-2.126373E-5	
9.000000E-4	-3.275560E-5	
1.000000E-3	-3.700035E-5	
1.100000E-3	-4.880281E-5	
1.200000E-3	-5.667112E-5	
1.300000E-3	-5.988057E-5	
1.400000E-3	-7.282186E-5	
1.500000E-3	-8.141489E-5	
1.600000E-3	-8.514198E-5	
1.700000E-3	-9.694444E-5	
1.800000E-3	-1.023353E-4	
1.900000E-3	-1.133102E-4	
2.000000E-3	-1.220074E-4	
2.100000E-3	-1.280126E-4	
2.200000E-3	-6.454399E-5	
2.300000E-3	-1.460282E-4	
2.400000E-3	-1.491343E-4	
2.500000E-3	-1.609376E-4	
2.600000E-3	-1.707737E-4	
2.700000E-3	-1.830947E-4	
2.800000E-3	-1.903423E-4	
2.900000E-3	-2.015244E-4	
3.000000E-3	-2.077366E-4	
3.100000E-3	-2.088731E-4	
3.200000E-3	-2.290627E-4	
3.300000E-3	-2.344466E-4	
3.400000E-3	-2.487346E-4	
3.500000E-3	-2.663358E-4	
3.600000E-3	-2.702702E-4	
3.700000E-3	-2.800026E-4	
3.800000E-3	-2.847653E-4	
3.900000E-3	-2.930482E-4	
4.000000E-3	-3.080610E-4	
4.100000E-3	-3.206925E-4	
4.200000E-3	-3.363265E-4	
4.300000E-3	-3.411927E-4	
4.400000E-3	-3.506572E-4	
4.500000E-3	-3.631866E-4	
4.600000E-3	-3.756125E-4	
4.700000E-3	-3.904200E-4	
4.800000E-3	-4.005679E-4	
4.900000E-3	-4.043992E-4	
5.000000E-3	-4.207599E-4	
5.100000E-3	-4.267658E-4	
5.200000E-3	-4.417804E-4	
5.300000E-3	-4.534814E-4	
5.400000E-3	-4.583483E-4	
5.500000E-3	-4.718096E-4	
5.600000E-3	-4.778155E-4	
5.700000E-3	-4.908496E-4	
5.800000E-3	-5.057603E-4	
5.900000E-3	-5.176681E-4	
6.000000E-3	-5.301972E-4	
6.100000E-3	-5.444866E-4	
6.200000E-3	-5.542200E-4	
6.300000E-3	-5.679917E-4	
6.400000E-3	-5.751364E-4	
6.500000E-3	-5.896328E-4	
6.600000E-3	-6.025761E-4	
6.700000E-3	-6.250457E-4	
6.800000E-3	-6.299124E-4	
6.900000E-3	-6.440982E-4	
7.000000E-3	-6.484521E-4	
7.100000E-3	-6.621203E-4	
7.200000E-3	-6.756849E-4	
7.300000E-3	-6.911135E-4	
7.400000E-3	-6.993972E-4	
7.500000E-3	-7.170002E-4	
7.600000E-3	-7.229024E-4	
7.700000E-3	-7.349139E-4	
7.800000E-3	-7.492034E-4	
7.900000E-3	-7.525169E-4	
8.000000E-3	-7.717767E-4	
8.100000E-3	-7.845130E-4	
8.200000E-3	-7.973528E-4	
8.300000E-3	-8.079902E-4	
8.400000E-3	-8.260091E-4	
8.500000E-3	-8.388502E-4	
8.600000E-3	-8.494130E-4	
8.700000E-3	-8.671212E-4	
8.800000E-3	-8.754057E-4	
8.900000E-3	-8.893859E-4	
9.000000E-3	-9.016056E-4	
9.100000E-3	-9.127897E-4	
9.200000E-3	-9.261485E-4	
9.300000E-3	-9.416821E-4	
9.400000E-3	-9.563871E-4	
9.500000E-3	-9.696424E-4	
9.600000E-3	-9.849654E-4	
9.700000E-3	-9.903503E-4	
9.800000E-3	-1.010026E-3	
9.900000E-3	-1.026492E-3	
