current (A) - I-V	voltage (V) - I-V	
-2.000000E-2	4.702145E-5	
-1.980000E-2	4.702145E-5	
-1.960000E-2	4.225079E-5	
-1.940000E-2	4.415905E-5	
-1.920000E-2	4.606732E-5	
-1.900000E-2	3.270949E-5	
-1.880000E-2	4.034253E-5	
-1.860000E-2	3.652601E-5	
-1.840000E-2	3.366362E-5	
-1.820000E-2	2.889297E-5	
-1.800000E-2	2.221406E-5	
-1.780000E-2	3.271973E-5	
-1.760000E-2	2.794757E-5	
-1.740000E-2	2.985643E-5	
-1.720000E-2	2.031212E-5	
-1.700000E-2	2.699314E-5	
-1.680000E-2	2.699314E-5	
-1.660000E-2	2.794757E-5	
-1.640000E-2	1.840326E-5	
-1.620000E-2	3.081086E-5	
-1.600000E-2	2.031212E-5	
-1.580000E-2	1.840326E-5	
-1.560000E-2	9.813374E-6	
-1.540000E-2	1.554160E-5	
-1.520000E-2	5.041729E-6	
-1.500000E-2	5.996262E-6	
-1.480000E-2	8.859863E-6	
-1.460000E-2	1.267800E-5	
-1.440000E-2	3.132662E-6	
-1.420000E-2	1.458707E-5	
-1.400000E-2	9.814397E-6	
-1.380000E-2	8.859863E-6	
-1.360000E-2	3.132662E-6	
-1.340000E-2	2.178128E-6	
-1.320000E-2	9.814397E-6	
-1.300000E-2	1.458319E-5	
-1.280000E-2	8.857536E-6	
-1.260000E-2	5.994711E-6	
-1.240000E-2	5.994711E-6	
-1.220000E-2	5.040436E-6	
-1.200000E-2	-6.852088E-7	
-1.180000E-2	5.994711E-6	
-1.160000E-2	-1.639478E-6	
-1.140000E-2	-1.639478E-6	
-1.120000E-2	7.903261E-6	
-1.100000E-2	2.177611E-6	
-1.080000E-2	6.948986E-6	
-1.060000E-2	5.994555E-6	
-1.040000E-2	-2.593670E-6	
-1.020000E-2	2.690606E-7	
-1.000000E-2	6.948804E-6	
-9.800000E-3	9.811552E-6	
-9.600000E-3	5.040306E-6	
-9.400000E-3	7.903053E-6	
-9.200000E-3	-6.851829E-7	
-9.000000E-3	-1.639426E-6	
-8.800000E-3	4.086057E-6	
-8.600000E-3	2.690606E-7	
-8.400000E-3	1.223310E-6	
-8.200000E-3	2.177902E-6	
-8.000000E-3	5.041164E-6	
-7.800000E-3	4.086743E-6	
-7.600000E-3	2.690606E-7	
-7.400000E-3	-4.503015E-6	
-7.200000E-3	2.177902E-6	
-7.000000E-3	9.813268E-6	
-6.800000E-3	4.086743E-6	
-6.600000E-3	2.177902E-6	
-6.400000E-3	2.177902E-6	
-6.200000E-3	2.177902E-6	
-6.000000E-3	4.086743E-6	
-5.800000E-3	-4.504357E-6	
-5.600000E-3	6.951885E-6	
-5.400000E-3	2.690606E-7	
-5.200000E-3	6.951885E-6	
-5.000000E-3	5.042507E-6	
-4.800000E-3	1.223750E-6	
-4.600000E-3	4.087818E-6	
-4.400000E-3	-2.594990E-6	
-4.200000E-3	6.951885E-6	
-4.000000E-3	-6.856230E-7	
-3.800000E-3	2.178439E-6	
-3.600000E-3	5.042507E-6	
-3.400000E-3	-3.549674E-6	
-3.200000E-3	-6.857129E-7	
-3.000000E-3	6.952515E-6	
-2.800000E-3	5.042956E-6	
-2.600000E-3	9.816852E-6	
-2.400000E-3	2.178619E-6	
-2.200000E-3	3.133398E-6	
-2.000000E-3	7.907294E-6	
-1.800000E-3	-1.309777E-5	
-1.600000E-3	4.088177E-6	
-1.400000E-3	1.077163E-5	
-1.200000E-3	3.133398E-6	
-1.000000E-3	5.997735E-6	
-8.000000E-4	5.995921E-6	
-6.000000E-4	5.041445E-6	
-4.000000E-4	5.041445E-6	
-2.000000E-4	2.178014E-6	
0.000000E+0	6.950398E-6	
2.000000E-4	5.041445E-6	
4.000000E-4	5.995921E-6	
6.000000E-4	1.363174E-5	
8.000000E-4	1.223537E-6	
1.000000E-3	7.904875E-6	
1.200000E-3	2.690606E-7	
1.400000E-3	5.995921E-6	
1.600000E-3	8.859609E-6	
1.800000E-3	5.996093E-6	
2.000000E-3	1.223566E-6	
2.200000E-3	6.950598E-6	
2.400000E-3	1.223566E-6	
2.600000E-3	-5.457938E-6	
2.800000E-3	2.690606E-7	
3.000000E-3	-5.457938E-6	
3.200000E-3	2.178071E-6	
3.400000E-3	4.087082E-6	
3.600000E-3	-6.854391E-7	
3.800000E-3	1.223566E-6	
4.000000E-3	-3.549469E-6	
4.200000E-3	-3.549469E-6	
4.400000E-3	1.223699E-6	
4.600000E-3	1.223699E-6	
4.800000E-3	-1.640204E-6	
5.000000E-3	4.087613E-6	
5.200000E-3	6.951527E-6	
5.400000E-3	5.996889E-6	
5.600000E-3	2.690606E-7	
5.800000E-3	1.223699E-6	
6.000000E-3	2.690606E-7	
6.200000E-3	2.178337E-6	
6.400000E-3	2.178308E-6	
6.600000E-3	-2.594794E-6	
6.800000E-3	-6.855576E-7	
7.000000E-3	1.223685E-6	
7.200000E-3	1.223685E-6	
7.400000E-3	5.996804E-6	
7.600000E-3	-8.322504E-6	
7.800000E-3	2.178308E-6	
8.000000E-3	3.132932E-6	
8.200000E-3	4.087556E-6	
8.400000E-3	5.042180E-6	
8.600000E-3	4.087556E-6	
8.800000E-3	-3.549721E-6	
9.000000E-3	1.223762E-6	
