current (A) - I-V	voltage (V) - I-V	
-1.500000E-2	1.735484E-5	
-1.490000E-2	4.179043E-5	
-1.480000E-2	2.625933E-5	
-1.470000E-2	3.433551E-5	
-1.460000E-2	3.454259E-5	
-1.450000E-2	3.454259E-5	
-1.440000E-2	3.371470E-5	
-1.430000E-2	2.978010E-5	
-1.420000E-2	2.491363E-5	
-1.410000E-2	2.978010E-5	
-1.400000E-2	2.667384E-5	
-1.390000E-2	3.112615E-5	
-1.380000E-2	2.025424E-5	
-1.370000E-2	2.149674E-5	
-1.360000E-2	2.263571E-5	
-1.350000E-2	2.770926E-5	
-1.340000E-2	2.625967E-5	
-1.330000E-2	1.093546E-5	
-1.320000E-2	1.507714E-5	
-1.310000E-2	1.487006E-5	
-1.300000E-2	2.284403E-5	
-1.290000E-2	2.108372E-5	
-1.280000E-2	2.170500E-5	
-1.270000E-2	1.331765E-5	
-1.260000E-2	1.797729E-5	
-1.250000E-2	1.518151E-5	
-1.240000E-2	1.093606E-5	
-1.230000E-2	1.269636E-5	
-1.220000E-2	1.445667E-5	
-1.210000E-2	7.933177E-6	
-1.200000E-2	8.554462E-6	
-1.190000E-2	6.379963E-6	
-1.180000E-2	6.379963E-6	
-1.170000E-2	1.652639E-5	
-1.160000E-2	1.631931E-5	
-1.150000E-2	1.435205E-5	
-1.140000E-2	8.967977E-6	
-1.130000E-2	9.175057E-6	
-1.120000E-2	6.690099E-6	
-1.110000E-2	8.864437E-6	
-1.100000E-2	8.967977E-6	
-1.090000E-2	4.722842E-6	
-1.080000E-2	6.068860E-6	
-1.070000E-2	1.083169E-5	
-1.060000E-2	5.654701E-6	
-1.050000E-2	6.068860E-6	
-1.040000E-2	5.551456E-6	
-1.030000E-2	2.341553E-6	
-1.020000E-2	5.033730E-6	
-1.010000E-2	7.883741E-7	
-1.000000E-2	3.480551E-6	
-9.900000E-3	5.344366E-6	
-9.800000E-3	3.791187E-6	
-9.700000E-3	-1.435333E-7	
-9.600000E-3	1.513191E-6	
-9.500000E-3	-3.998806E-8	
-9.400000E-3	-8.683456E-7	
-9.300000E-3	-4.541672E-7	
-9.200000E-3	2.962825E-6	
-9.100000E-3	6.848288E-7	
-9.000000E-3	1.202602E-6	
-8.900000E-3	9.955043E-7	
-8.800000E-3	1.927444E-6	
-8.700000E-3	-9.719190E-7	
-8.600000E-3	2.962933E-6	
-8.500000E-3	9.279414E-6	
-8.400000E-3	5.965850E-6	
-8.300000E-3	1.720346E-6	
-8.200000E-3	3.377128E-6	
-8.100000E-3	2.445189E-6	
-8.000000E-3	1.083265E-5	
-7.900000E-3	1.099053E-6	
-7.800000E-3	4.777599E-7	
-7.700000E-3	6.848626E-7	
-7.600000E-3	1.145401E-5	
-7.500000E-3	-1.075473E-6	
-7.400000E-3	3.894897E-6	
-7.300000E-3	-3.249998E-6	
-7.200000E-3	5.551688E-6	
-7.100000E-3	-1.696766E-6	
-7.000000E-3	-5.577286E-7	
-6.900000E-3	6.848626E-7	
-6.800000E-3	4.826842E-6	
-6.700000E-3	3.687798E-6	
-6.600000E-3	-1.593217E-6	
-6.500000E-3	-2.470822E-7	
-6.400000E-3	3.742141E-7	
-6.300000E-3	8.920329E-7	
-6.200000E-3	-2.007541E-6	
-6.100000E-3	1.616929E-6	
-6.000000E-3	-8.684251E-7	
-5.900000E-3	4.102288E-6	
-5.800000E-3	2.341826E-6	
-5.700000E-3	1.720486E-6	
-5.600000E-3	1.513373E-6	
-5.500000E-3	-1.282649E-6	
-5.400000E-3	-4.285772E-6	
-5.300000E-3	6.069864E-6	
-5.200000E-3	4.723628E-6	
-5.100000E-3	8.969450E-6	
-5.000000E-3	1.409693E-6	
-4.900000E-3	3.480662E-6	
-4.800000E-3	2.030984E-6	
-4.700000E-3	9.954994E-7	
-4.600000E-3	1.197163E-5	
-4.500000E-3	4.723243E-6	
-4.400000E-3	-5.113826E-6	
-4.300000E-3	1.513242E-6	
-4.200000E-3	4.412598E-6	
-4.100000E-3	-1.903845E-6	
-4.000000E-3	3.742088E-7	
-3.900000E-3	1.720338E-6	
-3.800000E-3	2.238081E-6	
-3.700000E-3	1.103868E-5	
-3.600000E-3	2.962637E-6	
-3.500000E-3	6.354468E-8	
-3.400000E-3	1.670837E-7	
-3.300000E-3	1.202474E-6	
-3.200000E-3	3.741617E-7	
-3.100000E-3	2.548481E-6	
-3.000000E-3	4.515722E-6	
-2.900000E-3	1.306013E-6	
-2.800000E-3	3.376793E-6	
-2.700000E-3	-1.282455E-6	
-2.600000E-3	-4.541484E-7	
-2.500000E-3	2.755559E-6	
-2.400000E-3	8.918567E-7	
-2.300000E-3	9.691910E-6	
-2.200000E-3	3.687113E-6	
-2.100000E-3	-6.611849E-7	
-2.000000E-3	-1.246364E-5	
-1.900000E-3	3.376520E-6	
-1.800000E-3	2.962396E-6	
-1.700000E-3	2.705906E-7	
-1.600000E-3	2.237679E-6	
-1.500000E-3	-1.075306E-6	
-1.400000E-3	1.414374E-5	
-1.300000E-3	-5.009458E-6	
-1.200000E-3	-1.178837E-6	
-1.100000E-3	4.929485E-6	
-1.000000E-3	5.240091E-6	
-9.000000E-4	1.124490E-5	
-8.000000E-4	2.134154E-6	
-7.000000E-4	2.548279E-6	
-6.000000E-4	3.376529E-6	
-5.000000E-4	2.237685E-6	
-4.000000E-4	-1.903553E-6	
-3.000000E-4	3.687122E-6	
-2.000000E-4	-3.249451E-6	
-1.000000E-4	2.858873E-6	
0.000000E+0	4.618904E-6	
1.000000E-4	4.929497E-6	
2.000000E-4	5.447153E-6	
3.000000E-4	6.586392E-6	
4.000000E-4	4.412108E-6	
5.000000E-4	4.722720E-6	
6.000000E-4	2.755511E-6	
7.000000E-4	-5.576799E-7	
8.000000E-4	6.275780E-6	
9.000000E-4	5.240407E-6	
1.000000E-3	5.343944E-6	
1.100000E-3	5.758093E-6	
1.200000E-3	3.376735E-6	
1.300000E-3	-1.075363E-6	
1.400000E-3	-5.734512E-6	
1.500000E-3	1.513064E-6	
1.600000E-3	1.000312E-5	
1.700000E-3	1.616721E-6	
1.800000E-3	8.554192E-6	
1.900000E-3	2.548620E-6	
2.000000E-3	-1.489601E-6	
2.100000E-3	1.306088E-6	
2.200000E-3	3.376975E-6	
2.300000E-3	5.965584E-6	
2.400000E-3	5.447862E-6	
2.500000E-3	-4.595912E-6	
2.600000E-3	1.248888E-5	
2.700000E-3	-6.149068E-6	
2.800000E-3	4.723051E-6	
2.900000E-3	1.409632E-6	
3.000000E-3	-4.078271E-6	
3.100000E-3	3.480590E-6	
3.200000E-3	-4.699545E-6	
3.300000E-3	4.516054E-6	
3.400000E-3	1.202570E-6	
3.500000E-3	6.848377E-7	
3.600000E-3	1.306116E-6	
3.700000E-3	-9.359103E-6	
3.800000E-3	-1.282536E-6	
3.900000E-3	8.919305E-7	
4.000000E-3	3.169951E-6	
4.100000E-3	-3.506248E-7	
4.200000E-3	3.169951E-6	
4.300000E-3	1.616755E-6	
4.400000E-3	1.145333E-5	
4.500000E-3	4.723006E-6	
4.600000E-3	3.998202E-6	
4.700000E-3	-1.489589E-6	
4.800000E-3	4.723006E-6	
4.900000E-3	4.777270E-7	
5.000000E-3	3.687572E-6	
5.100000E-3	3.273399E-6	
5.200000E-3	5.654897E-6	
5.300000E-3	-3.456901E-6	
5.400000E-3	9.954440E-7	
5.500000E-3	6.355346E-8	
5.600000E-3	6.069070E-6	
5.700000E-3	-6.977215E-6	
5.800000E-3	6.354927E-8	
5.900000E-3	5.654779E-6	
6.000000E-3	5.654779E-6	
6.100000E-3	7.829147E-6	
6.200000E-3	1.616669E-6	
6.300000E-3	7.883384E-7	
6.400000E-3	5.344155E-6	
6.500000E-3	1.098962E-6	
6.600000E-3	2.237917E-6	
6.700000E-3	4.412284E-6	
6.800000E-3	9.954210E-7	
6.900000E-3	3.583953E-6	
7.000000E-3	4.929990E-6	
7.100000E-3	-2.007254E-6	
7.200000E-3	2.030821E-6	
7.300000E-3	1.306036E-6	
7.400000E-3	1.031408E-5	
7.500000E-3	4.777108E-7	
7.600000E-3	3.273309E-6	
7.700000E-3	2.548525E-6	
7.800000E-3	4.619338E-6	
7.900000E-3	1.513118E-6	
8.000000E-3	1.202496E-6	
8.100000E-3	9.954143E-7	
8.200000E-3	-1.800174E-6	
8.300000E-3	-6.612335E-7	
8.400000E-3	-7.080692E-6	
8.500000E-3	1.616652E-6	
8.600000E-3	8.918700E-7	
8.700000E-3	8.918700E-7	
8.800000E-3	3.273298E-6	
8.900000E-3	-4.699279E-6	
9.000000E-3	-3.999299E-8	
9.100000E-3	3.583919E-6	
9.200000E-3	9.954104E-7	
9.300000E-3	4.929943E-6	
9.400000E-3	-2.110787E-6	
9.500000E-3	6.897210E-6	
9.600000E-3	3.687459E-6	
9.700000E-3	1.145307E-5	
9.800000E-3	4.101653E-6	
9.900000E-3	6.276017E-6	
1.000000E-2	1.409584E-6	
1.010000E-2	5.758311E-6	
1.020000E-2	3.998112E-6	
1.030000E-2	-2.421424E-6	
1.040000E-2	-4.492233E-6	
1.050000E-2	2.341454E-6	
1.060000E-2	2.706312E-7	
1.070000E-2	-6.612357E-7	
1.080000E-2	6.172476E-6	
1.090000E-2	2.030831E-6	
1.100000E-2	-3.146207E-6	
1.110000E-2	-1.593039E-6	
1.120000E-2	6.847611E-7	
1.130000E-2	-3.353154E-6	
1.140000E-2	-8.322888E-6	
1.150000E-2	-4.541417E-7	
1.160000E-2	-3.974370E-6	
1.170000E-2	-8.840569E-6	
1.180000E-2	-4.699123E-6	
1.190000E-2	-1.795175E-5	
1.200000E-2	-6.666310E-6	
1.210000E-2	-8.012280E-6	
1.220000E-2	-8.840569E-6	
1.230000E-2	-1.256787E-5	
1.240000E-2	-1.091086E-5	
1.250000E-2	-1.111792E-5	
1.260000E-2	-1.308503E-5	
1.270000E-2	-8.633156E-6	
1.280000E-2	-1.142852E-5	
1.290000E-2	-1.267090E-5	
1.300000E-2	-1.670865E-5	
1.310000E-2	-1.836516E-5	
1.320000E-2	-1.443095E-5	
1.330000E-2	-1.122146E-5	
1.340000E-2	-1.008260E-5	
1.350000E-2	-1.256737E-5	
1.360000E-2	-2.064287E-5	
1.370000E-2	-2.157683E-5	
1.380000E-2	-2.054140E-5	
1.390000E-2	-2.903189E-5	
1.400000E-2	-2.209454E-5	
1.410000E-2	-2.033432E-5	
1.420000E-2	-2.820355E-5	
1.430000E-2	-2.996377E-5	
1.440000E-2	-2.685749E-5	
1.450000E-2	-2.841063E-5	
1.460000E-2	-3.172399E-5	
1.470000E-2	-3.472672E-5	
1.480000E-2	-3.151691E-5	
1.490000E-2	-2.747875E-5	
