current (A) - I-V	voltage (V) - I-V	
0.000000E+0	-9.717919E-7	
1.000000E-4	1.720194E-6	
2.000000E-4	8.918707E-7	
3.000000E-4	4.826406E-6	
4.000000E-4	1.616654E-6	
5.000000E-4	-3.560345E-6	
6.000000E-4	-8.426712E-6	
7.000000E-4	-7.494855E-6	
8.000000E-4	-1.153290E-5	
9.000000E-4	-2.012670E-5	
1.000000E-3	-1.919485E-5	
1.100000E-3	-2.737448E-5	
1.200000E-3	-2.809926E-5	
1.300000E-3	-3.193023E-5	
1.400000E-3	-3.338313E-5	
1.500000E-3	-3.990679E-5	
1.600000E-3	-4.518785E-5	
1.700000E-3	-5.285056E-5	
1.800000E-3	-5.688901E-5	
1.900000E-3	-5.854582E-5	
2.000000E-3	-7.024698E-5	
2.100000E-3	-7.376769E-5	
2.200000E-3	-3.980324E-5	
2.300000E-3	-8.753986E-5	
2.400000E-3	-8.919666E-5	
2.500000E-3	-9.561677E-5	
2.600000E-3	-1.070073E-4	
2.700000E-3	-1.132192E-4	
2.800000E-3	-1.153938E-4	
2.900000E-3	-1.236777E-4	
3.000000E-3	-1.291658E-4	
3.100000E-3	-1.396243E-4	
3.200000E-3	-1.465621E-4	
3.300000E-3	-1.501863E-4	
3.400000E-3	-1.610590E-4	
3.500000E-3	-1.666506E-4	
3.600000E-3	-1.729671E-4	
3.700000E-3	-1.783517E-4	
3.800000E-3	-1.870498E-4	
3.900000E-3	-1.953337E-4	
4.000000E-3	-2.042385E-4	
4.100000E-3	-2.073450E-4	
4.200000E-3	-2.245341E-4	
4.300000E-3	-2.288831E-4	
4.400000E-3	-2.359245E-4	
4.500000E-3	-2.533207E-4	
4.600000E-3	-2.605691E-4	
4.700000E-3	-2.695779E-4	
4.800000E-3	-2.758944E-4	
4.900000E-3	-2.866634E-4	
5.000000E-3	-2.903912E-4	
5.100000E-3	-3.038526E-4	
5.200000E-3	-3.123436E-4	
5.300000E-3	-3.170928E-4	
5.400000E-3	-3.282756E-4	
5.500000E-3	-3.388371E-4	
5.600000E-3	-3.579928E-4	
5.700000E-3	-3.531263E-4	
5.800000E-3	-3.653445E-4	
5.900000E-3	-3.829470E-4	
6.000000E-3	-3.849144E-4	
6.100000E-3	-3.942334E-4	
6.200000E-3	-4.042772E-4	
6.300000E-3	-4.108005E-4	
6.400000E-3	-4.217762E-4	
6.500000E-3	-4.277817E-4	
6.600000E-3	-4.414545E-4	
6.700000E-3	-4.556402E-4	
6.800000E-3	-4.563650E-4	
6.900000E-3	-4.739677E-4	
7.000000E-3	-4.826656E-4	
7.100000E-3	-4.917776E-4	
7.200000E-3	-5.086555E-4	
7.300000E-3	-5.130044E-4	
7.400000E-3	-5.220129E-4	
7.500000E-3	-5.339206E-4	
7.600000E-3	-5.442751E-4	
7.700000E-3	-5.528694E-4	
7.800000E-3	-5.612566E-4	
7.900000E-3	-5.740903E-4	
8.000000E-3	-5.870333E-4	
8.100000E-3	-5.964559E-4	
8.200000E-3	-6.024615E-4	
8.300000E-3	-6.174754E-4	
8.400000E-3	-6.264838E-4	
8.500000E-3	-6.308326E-4	
8.600000E-3	-6.454324E-4	
8.700000E-3	-6.472962E-4	
8.800000E-3	-6.696618E-4	
8.900000E-3	-6.846757E-4	
9.000000E-3	-6.915097E-4	
9.100000E-3	-6.964798E-4	
9.200000E-3	-7.130784E-4	
9.300000E-3	-7.211553E-4	
9.400000E-3	-7.388621E-4	
9.500000E-3	-7.441431E-4	
9.600000E-3	-7.506667E-4	
9.700000E-3	-7.660955E-4	
9.800000E-3	-7.789356E-4	
9.900000E-3	-7.854592E-4	
